timestamp,0,1,2,3
0.04,1,0,0,0
0.08,1,0,0,0
0.12,1,0,0,0
0.16,1,0,0,0
0.2,1,0,0,0
0.24000000000000002,1,0,0,0
0.28,1,0,0,0
0.32,1,0,0,0
0.36,1,0,0,0
0.39999999999999997,1,0,0,0
0.43999999999999995,1,0,0,0
0.4799999999999999,0,0,1,0
0.5199999999999999,0,0,1,0
0.5599999999999999,0,0,0,1
0.6,0,0,0,1
0.64,0,0,0,1
0.68,0,0,0,1
0.7200000000000001,0,0,0,1
0.7600000000000001,0,0,0,1
0.8000000000000002,0,0,0,1
0.8400000000000002,0,0,0,1
0.8800000000000002,0,0,0,1
0.9200000000000003,0,0,0,1
0.9600000000000003,0,0,0,1
1.0000000000000002,0,0,0,1
1.0400000000000003,0,0,0,1
1.0800000000000003,0,0,0,1
1.1200000000000003,0,0,1,0
1.1600000000000004,0,0,1,0
1.2000000000000004,1,0,0,0
1.2400000000000004,0,1,0,0
1.2800000000000005,0,1,0,0
1.3200000000000005,0,1,0,0
1.3600000000000005,0,1,0,0
1.4000000000000006,0,1,0,0
1.4400000000000006,0,1,0,0
1.4800000000000006,1,0,0,0
1.5200000000000007,1,0,0,0
1.5600000000000007,0,1,0,0
1.6000000000000008,0,1,0,0
1.6400000000000008,0,1,0,0
1.6800000000000008,0,1,0,0
1.7200000000000009,0,1,0,0
1.760000000000001,0,1,0,0
1.800000000000001,0,1,0,0
1.840000000000001,0,1,0,0
1.880000000000001,0,1,0,0
1.920000000000001,0,1,0,0
1.960000000000001,0,1,0,0
2.000000000000001,0,1,0,0
2.040000000000001,0,1,0,0
2.080000000000001,0,1,0,0
2.120000000000001,0,1,0,0
2.160000000000001,0,1,0,0
2.200000000000001,0,1,0,0
2.240000000000001,0,1,0,0
2.280000000000001,1,0,0,0
2.320000000000001,1,0,0,0
2.360000000000001,1,0,0,0
2.4000000000000012,1,0,0,0
2.4400000000000013,1,0,0,0
2.4800000000000013,1,0,0,0
2.5200000000000014,1,0,0,0
2.5600000000000014,1,0,0,0
2.6000000000000014,1,0,0,0
2.6400000000000015,1,0,0,0
2.6800000000000015,1,0,0,0
2.7200000000000015,1,0,0,0
2.7600000000000016,1,0,0,0
2.8000000000000016,1,0,0,0
2.8400000000000016,1,0,0,0
2.8800000000000017,1,0,0,0
2.9200000000000017,1,0,0,0
2.9600000000000017,1,0,0,0
3.0000000000000018,1,0,0,0
3.040000000000002,0,0,1,0
3.080000000000002,0,1,0,0
3.120000000000002,1,0,0,0
3.160000000000002,1,0,0,0
3.200000000000002,1,0,0,0
3.240000000000002,1,0,0,0
3.280000000000002,1,0,0,0
3.320000000000002,1,0,0,0
3.360000000000002,1,0,0,0
3.400000000000002,1,0,0,0
3.440000000000002,1,0,0,0
3.480000000000002,1,0,0,0
3.5200000000000022,0,0,1,0
3.5600000000000023,0,0,0,1
3.6000000000000023,0,0,0,1
3.6400000000000023,0,0,0,1
3.6800000000000024,0,0,0,1
3.7200000000000024,0,0,1,0
3.7600000000000025,0,0,1,0
3.8000000000000025,0,0,1,0
3.8400000000000025,0,0,1,0
3.8800000000000026,0,0,1,0
3.9200000000000026,0,0,1,0
3.9600000000000026,0,0,1,0
4.000000000000003,0,1,0,0
4.040000000000003,0,1,0,0
4.080000000000003,0,1,0,0
4.120000000000003,0,1,0,0
4.160000000000003,0,1,0,0
4.200000000000003,0,1,0,0
4.240000000000003,0,1,0,0
4.280000000000003,0,1,0,0
4.320000000000003,0,1,0,0
4.360000000000003,0,1,0,0
4.400000000000003,0,1,0,0
4.440000000000003,0,1,0,0
4.480000000000003,0,1,0,0
4.520000000000003,0,1,0,0
4.560000000000003,0,1,0,0
4.600000000000003,1,0,0,0
4.640000000000003,0,1,0,0
4.680000000000003,0,1,0,0
4.720000000000003,0,1,0,0
4.760000000000003,0,1,0,0
4.800000000000003,0,1,0,0
4.840000000000003,1,0,0,0
4.8800000000000034,1,0,0,0
4.9200000000000035,1,0,0,0
4.9600000000000035,1,0,0,0
5.0000000000000036,1,0,0,0
5.040000000000004,1,0,0,0
5.080000000000004,1,0,0,0
5.120000000000004,1,0,0,0
5.160000000000004,1,0,0,0
5.200000000000004,1,0,0,0
5.240000000000004,1,0,0,0
5.280000000000004,1,0,0,0
5.320000000000004,1,0,0,0
5.360000000000004,1,0,0,0
5.400000000000004,1,0,0,0
5.440000000000004,1,0,0,0
5.480000000000004,1,0,0,0
5.520000000000004,1,0,0,0
5.560000000000004,1,0,0,0
5.600000000000004,1,0,0,0
5.640000000000004,1,0,0,0
5.680000000000004,1,0,0,0
5.720000000000004,1,0,0,0
5.760000000000004,1,0,0,0
5.800000000000004,1,0,0,0
5.840000000000004,1,0,0,0
5.880000000000004,1,0,0,0
5.920000000000004,1,0,0,0
5.960000000000004,1,0,0,0
6.000000000000004,1,0,0,0
6.0400000000000045,1,0,0,0
6.0800000000000045,1,0,0,0
6.1200000000000045,1,0,0,0
6.160000000000005,1,0,0,0
6.200000000000005,1,0,0,0
6.240000000000005,1,0,0,0
6.280000000000005,1,0,0,0
6.320000000000005,1,0,0,0
6.360000000000005,1,0,0,0
6.400000000000005,1,0,0,0
6.440000000000005,1,0,0,0
6.480000000000005,1,0,0,0
6.520000000000005,1,0,0,0
6.560000000000005,1,0,0,0
6.600000000000005,1,0,0,0
6.640000000000005,1,0,0,0
6.680000000000005,1,0,0,0
6.720000000000005,1,0,0,0
6.760000000000005,1,0,0,0
6.800000000000005,1,0,0,0
6.840000000000005,1,0,0,0
6.880000000000005,1,0,0,0
6.920000000000005,1,0,0,0
6.960000000000005,0,1,0,0
7.000000000000005,1,0,0,0
7.040000000000005,1,0,0,0
7.080000000000005,1,0,0,0
7.120000000000005,1,0,0,0
7.1600000000000055,1,0,0,0
7.2000000000000055,1,0,0,0
7.2400000000000055,1,0,0,0
7.280000000000006,0,0,1,0
7.320000000000006,0,0,0,1
7.360000000000006,0,0,0,1
7.400000000000006,0,0,1,0
7.440000000000006,0,0,1,0
7.480000000000006,0,0,1,0
7.520000000000006,0,0,1,0
7.560000000000006,0,0,1,0
7.600000000000006,0,0,1,0
7.640000000000006,0,0,1,0
7.680000000000006,0,0,1,0
7.720000000000006,1,0,0,0
7.760000000000006,1,0,0,0
7.800000000000006,1,0,0,0
7.840000000000006,1,0,0,0
7.880000000000006,1,0,0,0
7.920000000000006,1,0,0,0
7.960000000000006,1,0,0,0
8.000000000000005,1,0,0,0
8.040000000000004,1,0,0,0
8.080000000000004,1,0,0,0
8.120000000000003,1,0,0,0
8.160000000000002,1,0,0,0
8.200000000000001,1,0,0,0
8.24,1,0,0,0
8.28,1,0,0,0
8.319999999999999,1,0,0,0
8.359999999999998,1,0,0,0
8.399999999999997,1,0,0,0
8.439999999999996,1,0,0,0
8.479999999999995,1,0,0,0
8.519999999999994,1,0,0,0
8.559999999999993,1,0,0,0
8.599999999999993,1,0,0,0
8.639999999999992,1,0,0,0
8.67999999999999,1,0,0,0
8.71999999999999,1,0,0,0
8.75999999999999,1,0,0,0
8.799999999999988,1,0,0,0
8.839999999999987,1,0,0,0
8.879999999999987,1,0,0,0
8.919999999999986,1,0,0,0
8.959999999999985,1,0,0,0
8.999999999999984,1,0,0,0
9.039999999999983,1,0,0,0
9.079999999999982,1,0,0,0
9.119999999999981,1,0,0,0
9.15999999999998,1,0,0,0
9.19999999999998,1,0,0,0
9.239999999999979,1,0,0,0
9.279999999999978,1,0,0,0
9.319999999999977,1,0,0,0
9.359999999999976,1,0,0,0
9.399999999999975,1,0,0,0
9.439999999999975,1,0,0,0
9.479999999999974,1,0,0,0
9.519999999999973,1,0,0,0
9.559999999999972,1,0,0,0
9.599999999999971,1,0,0,0
9.63999999999997,1,0,0,0
9.67999999999997,1,0,0,0
9.719999999999969,1,0,0,0
9.759999999999968,1,0,0,0
9.799999999999967,1,0,0,0
9.839999999999966,1,0,0,0
9.879999999999965,1,0,0,0
9.919999999999964,1,0,0,0
9.959999999999964,1,0,0,0
9.999999999999963,1,0,0,0
10.039999999999962,1,0,0,0
10.079999999999961,1,0,0,0
10.11999999999996,1,0,0,0
10.15999999999996,1,0,0,0
10.199999999999958,1,0,0,0
10.239999999999958,1,0,0,0
10.279999999999957,1,0,0,0
10.319999999999956,1,0,0,0
10.359999999999955,1,0,0,0
10.399999999999954,1,0,0,0
10.439999999999953,1,0,0,0
10.479999999999952,1,0,0,0
10.519999999999952,1,0,0,0
10.55999999999995,1,0,0,0
10.59999999999995,1,0,0,0
10.639999999999949,1,0,0,0
10.679999999999948,1,0,0,0
10.719999999999947,1,0,0,0
10.759999999999946,1,0,0,0
10.799999999999946,1,0,0,0
10.839999999999945,1,0,0,0
10.879999999999944,1,0,0,0
10.919999999999943,1,0,0,0
10.959999999999942,1,0,0,0
10.999999999999941,1,0,0,0
11.03999999999994,1,0,0,0
11.07999999999994,1,0,0,0
11.119999999999939,1,0,0,0
11.159999999999938,1,0,0,0
11.199999999999937,1,0,0,0
11.239999999999936,1,0,0,0
